country,continent,year,metric,value
Peru,Americas,1957,pop,9146100.0
Peru,Americas,1962,gdpPercap,4957.037982
Peru,Americas,1962,lifeExp,49.096
Peru,Americas,1962,pop,10516500.0
Peru,Americas,1967,gdpPercap,5788.09333
Peru,Americas,1967,lifeExp,51.445
Peru,Americas,1967,pop,12132200.0
Peru,Americas,1972,gdpPercap,5937.827283
Peru,Americas,1972,lifeExp,55.448
Peru,Americas,1972,pop,13954700.0
Peru,Americas,1977,gdpPercap,6281.290855
Peru,Americas,1977,lifeExp,58.447
Peru,Americas,1977,pop,15990099.0
Peru,Americas,1982,gdpPercap,6434.501797
Peru,Americas,1982,lifeExp,61.406
Peru,Americas,1982,pop,18125129.0
Peru,Americas,1987,gdpPercap,6360.943444
Peru,Americas,1987,lifeExp,64.134
Peru,Americas,1987,pop,20195924.0
Peru,Americas,1992,gdpPercap,4446.380924
Peru,Americas,1992,lifeExp,66.458
Peru,Americas,1992,pop,22430449.0
Peru,Americas,1997,gdpPercap,5838.347657
Peru,Americas,1997,lifeExp,68.386
Peru,Americas,1997,pop,24748122.0
Peru,Americas,2002,gdpPercap,5909.020073
Peru,Americas,2002,lifeExp,69.906
Peru,Americas,2002,pop,26769436.0
Peru,Americas,2007,gdpPercap,7408.905561
Peru,Americas,2007,lifeExp,71.421
Peru,Americas,2007,pop,28674757.0
Puerto Rico,Americas,1952,gdpPercap,3081.959785
Puerto Rico,Americas,1952,lifeExp,64.28
Puerto Rico,Americas,1952,pop,2227000.0
Puerto Rico,Americas,1957,gdpPercap,3907.156189
Puerto Rico,Americas,1957,lifeExp,68.54
Puerto Rico,Americas,1957,pop,2260000.0
Puerto Rico,Americas,1962,gdpPercap,5108.34463
Puerto Rico,Americas,1962,lifeExp,69.62
Puerto Rico,Americas,1962,pop,2448046.0
Puerto Rico,Americas,1967,gdpPercap,6929.277714
Puerto Rico,Americas,1967,lifeExp,71.1
Puerto Rico,Americas,1967,pop,2648961.0
Puerto Rico,Americas,1972,gdpPercap,9123.041742
Puerto Rico,Americas,1972,lifeExp,72.16
Puerto Rico,Americas,1972,pop,2847132.0
Puerto Rico,Americas,1977,gdpPercap,9770.524921
Puerto Rico,Americas,1977,lifeExp,73.44
Puerto Rico,Americas,1977,pop,3080828.0
Puerto Rico,Americas,1982,gdpPercap,10330.98915
Puerto Rico,Americas,1982,lifeExp,73.75
Puerto Rico,Americas,1982,pop,3279001.0
Puerto Rico,Americas,1987,gdpPercap,12281.34191
Puerto Rico,Americas,1987,lifeExp,74.63
Puerto Rico,Americas,1987,pop,3444468.0
Puerto Rico,Americas,1992,gdpPercap,14641.58711
Puerto Rico,Americas,1992,lifeExp,73.911
Puerto Rico,Americas,1992,pop,3585176.0
Puerto Rico,Americas,1997,gdpPercap,16999.4333
Puerto Rico,Americas,1997,lifeExp,74.917
Puerto Rico,Americas,1997,pop,3759430.0
Puerto Rico,Americas,2002,gdpPercap,18855.60618
Puerto Rico,Americas,2002,lifeExp,77.778
Puerto Rico,Americas,2002,pop,3859606.0
Puerto Rico,Americas,2007,gdpPercap,19328.70901
Puerto Rico,Americas,2007,lifeExp,78.746
Puerto Rico,Americas,2007,pop,3942491.0
Trinidad and Tobago,Americas,1952,gdpPercap,3023.271928
Trinidad and Tobago,Americas,1952,lifeExp,59.1
Trinidad and Tobago,Americas,1952,pop,662850.0
Trinidad and Tobago,Americas,1957,gdpPercap,4100.3934
Trinidad and Tobago,Americas,1957,lifeExp,61.8
Trinidad and Tobago,Americas,1957,pop,764900.0
Trinidad and Tobago,Americas,1962,gdpPercap,4997.523971
Trinidad and Tobago,Americas,1962,lifeExp,64.9
Trinidad and Tobago,Americas,1962,pop,887498.0
Trinidad and Tobago,Americas,1967,gdpPercap,5621.368472
Trinidad and Tobago,Americas,1967,lifeExp,65.4
Trinidad and Tobago,Americas,1967,pop,960155.0
Trinidad and Tobago,Americas,1972,gdpPercap,6619.551419
Trinidad and Tobago,Americas,1972,lifeExp,65.9
Trinidad and Tobago,Americas,1972,pop,975199.0
Trinidad and Tobago,Americas,1977,gdpPercap,7899.554209
Trinidad and Tobago,Americas,1977,lifeExp,68.3
Trinidad and Tobago,Americas,1977,pop,1039009.0
Trinidad and Tobago,Americas,1982,gdpPercap,9119.528607
Trinidad and Tobago,Americas,1982,lifeExp,68.832
Trinidad and Tobago,Americas,1982,pop,1116479.0
Trinidad and Tobago,Americas,1987,gdpPercap,7388.597823
Trinidad and Tobago,Americas,1987,lifeExp,69.582
Trinidad and Tobago,Americas,1987,pop,1191336.0
Trinidad and Tobago,Americas,1992,gdpPercap,7370.990932
Trinidad and Tobago,Americas,1992,lifeExp,69.862
Trinidad and Tobago,Americas,1992,pop,1183669.0
Trinidad and Tobago,Americas,1997,gdpPercap,8792.573126
Trinidad and Tobago,Americas,1997,lifeExp,69.465
Trinidad and Tobago,Americas,1997,pop,1138101.0
Trinidad and Tobago,Americas,2002,gdpPercap,11460.60023
Trinidad and Tobago,Americas,2002,lifeExp,68.976
Trinidad and Tobago,Americas,2002,pop,1101832.0
Trinidad and Tobago,Americas,2007,gdpPercap,18008.50924
Trinidad and Tobago,Americas,2007,lifeExp,69.819
Trinidad and Tobago,Americas,2007,pop,1056608.0
United States,Americas,1952,gdpPercap,13990.48208
United States,Americas,1952,lifeExp,68.44
United States,Americas,1952,pop,157553000.0
United States,Americas,1957,gdpPercap,14847.12712
United States,Americas,1957,lifeExp,69.49
United States,Americas,1957,pop,171984000.0
United States,Americas,1962,gdpPercap,16173.14586
United States,Americas,1962,lifeExp,70.21
United States,Americas,1962,pop,186538000.0
United States,Americas,1967,gdpPercap,19530.36557
United States,Americas,1967,lifeExp,70.76
United States,Americas,1967,pop,198712000.0
United States,Americas,1972,gdpPercap,21806.03594
United States,Americas,1972,lifeExp,71.34
United States,Americas,1972,pop,209896000.0
United States,Americas,1977,gdpPercap,24072.63213
United States,Americas,1977,lifeExp,73.38
United States,Americas,1977,pop,220239000.0
United States,Americas,1982,gdpPercap,25009.55914
United States,Americas,1982,lifeExp,74.65
United States,Americas,1982,pop,232187835.0
United States,Americas,1987,gdpPercap,29884.35041
United States,Americas,1987,lifeExp,75.02
United States,Americas,1987,pop,242803533.0
United States,Americas,1992,gdpPercap,32003.93224
United States,Americas,1992,lifeExp,76.09
United States,Americas,1992,pop,256894189.0
United States,Americas,1997,gdpPercap,35767.43303
United States,Americas,1997,lifeExp,76.81
United States,Americas,1997,pop,272911760.0
United States,Americas,2002,gdpPercap,39097.09955
United States,Americas,2002,lifeExp,77.31
United States,Americas,2002,pop,287675526.0
United States,Americas,2007,gdpPercap,42951.65309
United States,Americas,2007,lifeExp,78.242
United States,Americas,2007,pop,301139947.0
Uruguay,Americas,1952,gdpPercap,5716.766744
Uruguay,Americas,1952,lifeExp,66.071
Uruguay,Americas,1952,pop,2252965.0
Uruguay,Americas,1957,gdpPercap,6150.772969
Uruguay,Americas,1957,lifeExp,67.044
Uruguay,Americas,1957,pop,2424959.0
Uruguay,Americas,1962,gdpPercap,5603.357717
Uruguay,Americas,1962,lifeExp,68.253
Uruguay,Americas,1962,pop,2598466.0
Uruguay,Americas,1967,gdpPercap,5444.61962
Uruguay,Americas,1967,lifeExp,68.468
Uruguay,Americas,1967,pop,2748579.0
Uruguay,Americas,1972,gdpPercap,5703.408898
Uruguay,Americas,1972,lifeExp,68.673
Uruguay,Americas,1972,pop,2829526.0
Uruguay,Americas,1977,gdpPercap,6504.339663
Uruguay,Americas,1977,lifeExp,69.481
Uruguay,Americas,1977,pop,2873520.0
Uruguay,Americas,1982,gdpPercap,6920.223051
Uruguay,Americas,1982,lifeExp,70.805
Uruguay,Americas,1982,pop,2953997.0
Uruguay,Americas,1987,gdpPercap,7452.398969
Uruguay,Americas,1987,lifeExp,71.918
Uruguay,Americas,1987,pop,3045153.0
Uruguay,Americas,1992,gdpPercap,8137.004775
Uruguay,Americas,1992,lifeExp,72.752
Uruguay,Americas,1992,pop,3149262.0
Uruguay,Americas,1997,gdpPercap,9230.240708
Uruguay,Americas,1997,lifeExp,74.223
Uruguay,Americas,1997,pop,3262838.0
Uruguay,Americas,2002,gdpPercap,7727.002004
Uruguay,Americas,2002,lifeExp,75.307
Uruguay,Americas,2002,pop,3363085.0
Uruguay,Americas,2007,gdpPercap,10611.46299
Uruguay,Americas,2007,lifeExp,76.384
Uruguay,Americas,2007,pop,3447496.0
Venezuela,Americas,1952,gdpPercap,7689.799761
Venezuela,Americas,1952,lifeExp,55.088
Venezuela,Americas,1952,pop,5439568.0
Venezuela,Americas,1957,gdpPercap,9802.466526
Venezuela,Americas,1957,lifeExp,57.907
Venezuela,Americas,1957,pop,6702668.0
Venezuela,Americas,1962,gdpPercap,8422.974165
Venezuela,Americas,1962,lifeExp,60.77
Venezuela,Americas,1962,pop,8143375.0
Venezuela,Americas,1967,gdpPercap,9541.474188
Venezuela,Americas,1967,lifeExp,63.479
Venezuela,Americas,1967,pop,9709552.0
Venezuela,Americas,1972,gdpPercap,10505.25966
Venezuela,Americas,1972,lifeExp,65.712
Venezuela,Americas,1972,pop,11515649.0
Venezuela,Americas,1977,gdpPercap,13143.95095
Venezuela,Americas,1977,lifeExp,67.456
Venezuela,Americas,1977,pop,13503563.0
Venezuela,Americas,1982,gdpPercap,11152.41011
Venezuela,Americas,1982,lifeExp,68.557
Venezuela,Americas,1982,pop,15620766.0
Venezuela,Americas,1987,gdpPercap,9883.584648
Venezuela,Americas,1987,lifeExp,70.19
Venezuela,Americas,1987,pop,17910182.0
Venezuela,Americas,1992,gdpPercap,10733.92631
Venezuela,Americas,1992,lifeExp,71.15
Venezuela,Americas,1992,pop,20265563.0
Venezuela,Americas,1997,gdpPercap,10165.49518
Venezuela,Americas,1997,lifeExp,72.146
Venezuela,Americas,1997,pop,22374398.0
Venezuela,Americas,2002,gdpPercap,8605.047831
Venezuela,Americas,2002,lifeExp,72.766
Venezuela,Americas,2002,pop,24287670.0
Venezuela,Americas,2007,gdpPercap,11415.80569
Venezuela,Americas,2007,lifeExp,73.747
Venezuela,Americas,2007,pop,26084662.0
Afghanistan,Asia,1952,gdpPercap,779.4453145
Afghanistan,Asia,1952,lifeExp,28.801
Afghanistan,Asia,1952,pop,8425333.0
Afghanistan,Asia,1957,gdpPercap,820.8530296
Afghanistan,Asia,1957,lifeExp,30.332
Afghanistan,Asia,1957,pop,9240934.0
Afghanistan,Asia,1962,gdpPercap,853.10071
Afghanistan,Asia,1962,lifeExp,31.997
Afghanistan,Asia,1962,pop,10267083.0
Afghanistan,Asia,1967,gdpPercap,836.1971382
Afghanistan,Asia,1967,lifeExp,34.02
Afghanistan,Asia,1967,pop,11537966.0
Afghanistan,Asia,1972,gdpPercap,739.9811058
Afghanistan,Asia,1972,lifeExp,36.088
Afghanistan,Asia,1972,pop,13079460.0
Afghanistan,Asia,1977,gdpPercap,786.11336
Afghanistan,Asia,1977,lifeExp,38.438
Afghanistan,Asia,1977,pop,14880372.0
Afghanistan,Asia,1982,gdpPercap,978.0114388
Afghanistan,Asia,1982,lifeExp,39.854
Afghanistan,Asia,1982,pop,12881816.0
Afghanistan,Asia,1987,gdpPercap,852.3959448
Afghanistan,Asia,1987,lifeExp,40.822
Afghanistan,Asia,1987,pop,13867957.0
Afghanistan,Asia,1992,gdpPercap,649.3413952
Afghanistan,Asia,1992,lifeExp,41.674
Afghanistan,Asia,1992,pop,16317921.0
Afghanistan,Asia,1997,gdpPercap,635.341351
Afghanistan,Asia,1997,lifeExp,41.763
Afghanistan,Asia,1997,pop,22227415.0
Afghanistan,Asia,2002,gdpPercap,726.7340548
Afghanistan,Asia,2002,lifeExp,42.129
Afghanistan,Asia,2002,pop,25268405.0
Afghanistan,Asia,2007,gdpPercap,974.5803384
Afghanistan,Asia,2007,lifeExp,43.828
Afghanistan,Asia,2007,pop,31889923.0
Bahrain,Asia,1952,gdpPercap,9867.084765
Bahrain,Asia,1952,lifeExp,50.939
Bahrain,Asia,1952,pop,120447.0
Bahrain,Asia,1957,gdpPercap,11635.79945
Bahrain,Asia,1957,lifeExp,53.832
Bahrain,Asia,1957,pop,138655.0
Bahrain,Asia,1962,gdpPercap,12753.27514
Bahrain,Asia,1962,lifeExp,56.923
Bahrain,Asia,1962,pop,171863.0
Bahrain,Asia,1967,gdpPercap,14804.6727
Bahrain,Asia,1967,lifeExp,59.923
Bahrain,Asia,1967,pop,202182.0
Bahrain,Asia,1972,gdpPercap,18268.65839
Bahrain,Asia,1972,lifeExp,63.3
Bahrain,Asia,1972,pop,230800.0
Bahrain,Asia,1977,gdpPercap,19340.10196
Bahrain,Asia,1977,lifeExp,65.593
Bahrain,Asia,1977,pop,297410.0
Bahrain,Asia,1982,gdpPercap,19211.14731
Bahrain,Asia,1982,lifeExp,69.052
Bahrain,Asia,1982,pop,377967.0
Bahrain,Asia,1987,gdpPercap,18524.02406
Bahrain,Asia,1987,lifeExp,70.75
Bahrain,Asia,1987,pop,454612.0
Bahrain,Asia,1992,gdpPercap,19035.57917
Bahrain,Asia,1992,lifeExp,72.601
Bahrain,Asia,1992,pop,529491.0
Bahrain,Asia,1997,gdpPercap,20292.01679
Bahrain,Asia,1997,lifeExp,73.925
Bahrain,Asia,1997,pop,598561.0
Bahrain,Asia,2002,gdpPercap,23403.55927
Bahrain,Asia,2002,lifeExp,74.795
Bahrain,Asia,2002,pop,656397.0
Bahrain,Asia,2007,gdpPercap,29796.04834
Bahrain,Asia,2007,lifeExp,75.635
Bahrain,Asia,2007,pop,708573.0
Bangladesh,Asia,1952,gdpPercap,684.2441716
Bangladesh,Asia,1952,lifeExp,37.484
Bangladesh,Asia,1952,pop,46886859.0
Bangladesh,Asia,1957,gdpPercap,661.6374577
Bangladesh,Asia,1957,lifeExp,39.348
Bangladesh,Asia,1957,pop,51365468.0
Bangladesh,Asia,1962,gdpPercap,686.3415538
Bangladesh,Asia,1962,lifeExp,41.216
Bangladesh,Asia,1962,pop,56839289.0
Bangladesh,Asia,1967,gdpPercap,721.1860862
Bangladesh,Asia,1967,lifeExp,43.453
Bangladesh,Asia,1967,pop,62821884.0
Bangladesh,Asia,1972,gdpPercap,630.2336265
Bangladesh,Asia,1972,lifeExp,45.252
Bangladesh,Asia,1972,pop,70759295.0
Bangladesh,Asia,1977,gdpPercap,659.8772322
Bangladesh,Asia,1977,lifeExp,46.923
Bangladesh,Asia,1977,pop,80428306.0
Bangladesh,Asia,1982,gdpPercap,676.9818656
Bangladesh,Asia,1982,lifeExp,50.009
Bangladesh,Asia,1982,pop,93074406.0
Bangladesh,Asia,1987,gdpPercap,751.9794035
Bangladesh,Asia,1987,lifeExp,52.819
Bangladesh,Asia,1987,pop,103764241.0
Bangladesh,Asia,1992,gdpPercap,837.8101643
Bangladesh,Asia,1992,lifeExp,56.018
Bangladesh,Asia,1992,pop,113704579.0
Bangladesh,Asia,1997,gdpPercap,972.7700352
Bangladesh,Asia,1997,lifeExp,59.412
Bangladesh,Asia,1997,pop,123315288.0
Bangladesh,Asia,2002,gdpPercap,1136.39043
Bangladesh,Asia,2002,lifeExp,62.013
Bangladesh,Asia,2002,pop,135656790.0
Bangladesh,Asia,2007,gdpPercap,1391.253792
Bangladesh,Asia,2007,lifeExp,64.062
Bangladesh,Asia,2007,pop,150448339.0
Cambodia,Asia,1952,gdpPercap,368.4692856
Cambodia,Asia,1952,lifeExp,39.417
Cambodia,Asia,1952,pop,4693836.0
Cambodia,Asia,1957,gdpPercap,434.0383364
Cambodia,Asia,1957,lifeExp,41.366
Cambodia,Asia,1957,pop,5322536.0
Cambodia,Asia,1962,gdpPercap,496.9136476
Cambodia,Asia,1962,lifeExp,43.415
Cambodia,Asia,1962,pop,6083619.0
Cambodia,Asia,1967,gdpPercap,523.4323142
Cambodia,Asia,1967,lifeExp,45.415
Cambodia,Asia,1967,pop,6960067.0
Cambodia,Asia,1972,gdpPercap,421.6240257
Cambodia,Asia,1972,lifeExp,40.317
Cambodia,Asia,1972,pop,7450606.0
Cambodia,Asia,1977,gdpPercap,524.9721832
Cambodia,Asia,1977,lifeExp,31.22
Cambodia,Asia,1977,pop,6978607.0
Cambodia,Asia,1982,gdpPercap,624.4754784
Cambodia,Asia,1982,lifeExp,50.957
Cambodia,Asia,1982,pop,7272485.0
Cambodia,Asia,1987,gdpPercap,683.8955732
Cambodia,Asia,1987,lifeExp,53.914
Cambodia,Asia,1987,pop,8371791.0
Cambodia,Asia,1992,gdpPercap,682.3031755
Cambodia,Asia,1992,lifeExp,55.803
Cambodia,Asia,1992,pop,10150094.0
Cambodia,Asia,1997,gdpPercap,734.28517
Cambodia,Asia,1997,lifeExp,56.534
Cambodia,Asia,1997,pop,11782962.0
Cambodia,Asia,2002,gdpPercap,896.2260153
Cambodia,Asia,2002,lifeExp,56.752
Cambodia,Asia,2002,pop,12926707.0
Cambodia,Asia,2007,gdpPercap,1713.778686
Cambodia,Asia,2007,lifeExp,59.723
Cambodia,Asia,2007,pop,14131858.0
China,Asia,1952,gdpPercap,400.448610699994
China,Asia,1952,lifeExp,44.0
China,Asia,1952,pop,556263527.999989
China,Asia,1957,gdpPercap,575.9870009
China,Asia,1957,lifeExp,50.54896
China,Asia,1957,pop,637408000.0
China,Asia,1962,gdpPercap,487.6740183
China,Asia,1962,lifeExp,44.50136
China,Asia,1962,pop,665770000.0
China,Asia,1967,gdpPercap,612.7056934
China,Asia,1967,lifeExp,58.38112
China,Asia,1967,pop,754550000.0
China,Asia,1972,gdpPercap,676.9000921
China,Asia,1972,lifeExp,63.11888
China,Asia,1972,pop,862030000.0
China,Asia,1977,gdpPercap,741.2374699
China,Asia,1977,lifeExp,63.96736
China,Asia,1977,pop,943455000.0
China,Asia,1982,gdpPercap,962.4213805
China,Asia,1982,lifeExp,65.525
China,Asia,1982,pop,1000281000.0
China,Asia,1987,gdpPercap,1378.904018
China,Asia,1987,lifeExp,67.274
China,Asia,1987,pop,1084035000.0
China,Asia,1992,gdpPercap,1655.784158
China,Asia,1992,lifeExp,68.69
China,Asia,1992,pop,1164970000.0
China,Asia,1997,gdpPercap,2289.234136
China,Asia,1997,lifeExp,70.426
China,Asia,1997,pop,1230075000.0
China,Asia,2002,gdpPercap,3119.280896
China,Asia,2002,lifeExp,72.028
China,Asia,2002,pop,1280400000.0
China,Asia,2007,gdpPercap,4959.114854
China,Asia,2007,lifeExp,72.961
China,Asia,2007,pop,1318683096.0
Hong Kong China,Asia,1952,gdpPercap,3054.421209
Hong Kong China,Asia,1952,lifeExp,60.96
Hong Kong China,Asia,1952,pop,2125900.0
Hong Kong China,Asia,1957,gdpPercap,3629.076457
Hong Kong China,Asia,1957,lifeExp,64.75
Hong Kong China,Asia,1957,pop,2736300.0
Hong Kong China,Asia,1962,gdpPercap,4692.648272
Hong Kong China,Asia,1962,lifeExp,67.65
Hong Kong China,Asia,1962,pop,3305200.0
Hong Kong China,Asia,1967,gdpPercap,6197.962814
Hong Kong China,Asia,1967,lifeExp,70.0
Hong Kong China,Asia,1967,pop,3722800.0
Hong Kong China,Asia,1972,gdpPercap,8315.928145
Hong Kong China,Asia,1972,lifeExp,72.0
Hong Kong China,Asia,1972,pop,4115700.0
Hong Kong China,Asia,1977,gdpPercap,11186.14125
Hong Kong China,Asia,1977,lifeExp,73.6
Hong Kong China,Asia,1977,pop,4583700.0
Hong Kong China,Asia,1982,gdpPercap,14560.53051
Hong Kong China,Asia,1982,lifeExp,75.45
Hong Kong China,Asia,1982,pop,5264500.0
Hong Kong China,Asia,1987,gdpPercap,20038.47269
Hong Kong China,Asia,1987,lifeExp,76.2
Hong Kong China,Asia,1987,pop,5584510.0
Hong Kong China,Asia,1992,gdpPercap,24757.60301
Hong Kong China,Asia,1992,lifeExp,77.601
Hong Kong China,Asia,1992,pop,5829696.0
Hong Kong China,Asia,1997,gdpPercap,28377.63219
Hong Kong China,Asia,1997,lifeExp,80.0
Hong Kong China,Asia,1997,pop,6495918.0
Hong Kong China,Asia,2002,gdpPercap,30209.01516
Hong Kong China,Asia,2002,lifeExp,81.495
Hong Kong China,Asia,2002,pop,6762476.0
Hong Kong China,Asia,2007,gdpPercap,39724.97867
Hong Kong China,Asia,2007,lifeExp,82.208
Hong Kong China,Asia,2007,pop,6980412.0
India,Asia,1952,gdpPercap,546.5657493
India,Asia,1952,lifeExp,37.373
India,Asia,1952,pop,372000000.0
India,Asia,1957,gdpPercap,590.061996
India,Asia,1957,lifeExp,40.249
India,Asia,1957,pop,409000000.0
India,Asia,1962,gdpPercap,658.3471509
India,Asia,1962,lifeExp,43.605
India,Asia,1962,pop,454000000.0
India,Asia,1967,gdpPercap,700.7706107
India,Asia,1967,lifeExp,47.193
India,Asia,1967,pop,506000000.0
India,Asia,1972,gdpPercap,724.032527
India,Asia,1972,lifeExp,50.651
India,Asia,1972,pop,567000000.0
India,Asia,1977,gdpPercap,813.337323
India,Asia,1977,lifeExp,54.208
India,Asia,1977,pop,634000000.0
India,Asia,1982,gdpPercap,855.7235377
India,Asia,1982,lifeExp,56.596
India,Asia,1982,pop,708000000.0
India,Asia,1987,gdpPercap,976.5126756
India,Asia,1987,lifeExp,58.553
India,Asia,1987,pop,788000000.0
India,Asia,1992,gdpPercap,1164.406809
India,Asia,1992,lifeExp,60.223
India,Asia,1992,pop,872000000.0
India,Asia,1997,gdpPercap,1458.817442
India,Asia,1997,lifeExp,61.765
India,Asia,1997,pop,959000000.0
India,Asia,2002,gdpPercap,1746.769454
India,Asia,2002,lifeExp,62.879
India,Asia,2002,pop,1034172547.0
India,Asia,2007,gdpPercap,2452.210407
India,Asia,2007,lifeExp,64.698
India,Asia,2007,pop,1110396331.0
Indonesia,Asia,1952,gdpPercap,749.6816546
Indonesia,Asia,1952,lifeExp,37.468
Indonesia,Asia,1952,pop,82052000.0
Indonesia,Asia,1957,gdpPercap,858.9002707
Indonesia,Asia,1957,lifeExp,39.918
Indonesia,Asia,1957,pop,90124000.0
Indonesia,Asia,1962,gdpPercap,849.2897701
Indonesia,Asia,1962,lifeExp,42.518
Indonesia,Asia,1962,pop,99028000.0
Indonesia,Asia,1967,gdpPercap,762.4317721
Indonesia,Asia,1967,lifeExp,45.964
Indonesia,Asia,1967,pop,109343000.0
Indonesia,Asia,1972,gdpPercap,1111.107907
Indonesia,Asia,1972,lifeExp,49.203
Indonesia,Asia,1972,pop,121282000.0
Indonesia,Asia,1977,gdpPercap,1382.702056
Indonesia,Asia,1977,lifeExp,52.702
Indonesia,Asia,1977,pop,136725000.0
Indonesia,Asia,1982,gdpPercap,1516.872988
Indonesia,Asia,1982,lifeExp,56.159
Indonesia,Asia,1982,pop,153343000.0
Indonesia,Asia,1987,gdpPercap,1748.356961
Indonesia,Asia,1987,lifeExp,60.137
Indonesia,Asia,1987,pop,169276000.0
Indonesia,Asia,1992,gdpPercap,2383.140898
Indonesia,Asia,1992,lifeExp,62.681
Indonesia,Asia,1992,pop,184816000.0
Indonesia,Asia,1997,gdpPercap,3119.335603
Indonesia,Asia,1997,lifeExp,66.041
Indonesia,Asia,1997,pop,199278000.0
Indonesia,Asia,2002,gdpPercap,2873.91287
Indonesia,Asia,2002,lifeExp,68.588
Indonesia,Asia,2002,pop,211060000.0
Indonesia,Asia,2007,gdpPercap,3540.651564
Indonesia,Asia,2007,lifeExp,70.65
Indonesia,Asia,2007,pop,223547000.0
Iran,Asia,1952,gdpPercap,3035.326002
Iran,Asia,1952,lifeExp,44.869
Iran,Asia,1952,pop,17272000.0
Iran,Asia,1957,gdpPercap,3290.257643
Iran,Asia,1957,lifeExp,47.181
Iran,Asia,1957,pop,19792000.0
Iran,Asia,1962,gdpPercap,4187.329802
Iran,Asia,1962,lifeExp,49.325
Iran,Asia,1962,pop,22874000.0
Iran,Asia,1967,gdpPercap,5906.731805
Iran,Asia,1967,lifeExp,52.469
Iran,Asia,1967,pop,26538000.0
Iran,Asia,1972,gdpPercap,9613.818607
Iran,Asia,1972,lifeExp,55.234
Iran,Asia,1972,pop,30614000.0
Iran,Asia,1977,gdpPercap,11888.59508
Iran,Asia,1977,lifeExp,57.702
Iran,Asia,1977,pop,35480679.0
Iran,Asia,1982,gdpPercap,7608.334602
Iran,Asia,1982,lifeExp,59.62
Iran,Asia,1982,pop,43072751.0
Iran,Asia,1987,gdpPercap,6642.881371
Iran,Asia,1987,lifeExp,63.04
Iran,Asia,1987,pop,51889696.0
Iran,Asia,1992,gdpPercap,7235.653188
Iran,Asia,1992,lifeExp,65.742
Iran,Asia,1992,pop,60397973.0
Iran,Asia,1997,gdpPercap,8263.590301
Iran,Asia,1997,lifeExp,68.042
Iran,Asia,1997,pop,63327987.0
Iran,Asia,2002,gdpPercap,9240.761975
Iran,Asia,2002,lifeExp,69.451
Iran,Asia,2002,pop,66907826.0
Iran,Asia,2007,gdpPercap,11605.71449
Iran,Asia,2007,lifeExp,70.964
Iran,Asia,2007,pop,69453570.0
Iraq,Asia,1952,gdpPercap,4129.766056
Iraq,Asia,1952,lifeExp,45.32
Iraq,Asia,1952,pop,5441766.0
Iraq,Asia,1957,gdpPercap,6229.333562
Iraq,Asia,1957,lifeExp,48.437
Iraq,Asia,1957,pop,6248643.0
Iraq,Asia,1962,gdpPercap,8341.737815
Iraq,Asia,1962,lifeExp,51.457
Iraq,Asia,1962,pop,7240260.0
Iraq,Asia,1967,gdpPercap,8931.459811
Iraq,Asia,1967,lifeExp,54.459
Iraq,Asia,1967,pop,8519282.0
Iraq,Asia,1972,gdpPercap,9576.037596
Iraq,Asia,1972,lifeExp,56.95
Iraq,Asia,1972,pop,10061506.0
Iraq,Asia,1977,gdpPercap,14688.23507
Iraq,Asia,1977,lifeExp,60.413
Iraq,Asia,1977,pop,11882916.0
Iraq,Asia,1982,gdpPercap,14517.90711
Iraq,Asia,1982,lifeExp,62.038
Iraq,Asia,1982,pop,14173318.0
Iraq,Asia,1987,gdpPercap,11643.57268
Iraq,Asia,1987,lifeExp,65.044
Iraq,Asia,1987,pop,16543189.0
Iraq,Asia,1992,gdpPercap,3745.640687
Iraq,Asia,1992,lifeExp,59.461
Iraq,Asia,1992,pop,17861905.0
Iraq,Asia,1997,gdpPercap,3076.239795
Iraq,Asia,1997,lifeExp,58.811
Iraq,Asia,1997,pop,20775703.0
Iraq,Asia,2002,gdpPercap,4390.717312
Iraq,Asia,2002,lifeExp,57.046
Iraq,Asia,2002,pop,24001816.0
Iraq,Asia,2007,gdpPercap,4471.061906
Iraq,Asia,2007,lifeExp,59.545
Iraq,Asia,2007,pop,27499638.0
Israel,Asia,1952,gdpPercap,4086.522128
Israel,Asia,1952,lifeExp,65.39
Israel,Asia,1952,pop,1620914.0
Israel,Asia,1957,gdpPercap,5385.278451
Israel,Asia,1957,lifeExp,67.84
Israel,Asia,1957,pop,1944401.0
Israel,Asia,1962,gdpPercap,7105.630706
Israel,Asia,1962,lifeExp,69.39
Israel,Asia,1962,pop,2310904.0
Israel,Asia,1967,gdpPercap,8393.741404
Israel,Asia,1967,lifeExp,70.75
Israel,Asia,1967,pop,2693585.0
Israel,Asia,1972,gdpPercap,12786.93223
Israel,Asia,1972,lifeExp,71.63
Israel,Asia,1972,pop,3095893.0
Israel,Asia,1977,gdpPercap,13306.61921
Israel,Asia,1977,lifeExp,73.06
Israel,Asia,1977,pop,3495918.0
Israel,Asia,1982,gdpPercap,15367.0292
Israel,Asia,1982,lifeExp,74.45
Israel,Asia,1982,pop,3858421.0
Israel,Asia,1987,gdpPercap,17122.47986
Israel,Asia,1987,lifeExp,75.6
Israel,Asia,1987,pop,4203148.0
Israel,Asia,1992,gdpPercap,18051.52254
Israel,Asia,1992,lifeExp,76.93
Israel,Asia,1992,pop,4936550.0
Israel,Asia,1997,gdpPercap,20896.60924
Israel,Asia,1997,lifeExp,78.269
Israel,Asia,1997,pop,5531387.0
